file_path;concept_name;pattern;match_type;matched_text;similarity_score;first_line
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;/pennylane/pennylane.templates.subroutines.fable.FABLE;Linear Combination of Unitaries;title;BlockEncoding class 101: Block encoding, LCU, resource estimation In classical computer science, we often perform operations directly on matrices, suc...;0.7566;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;pattern:Linear Combination of Unitaries;Linear Combination of Unitaries;pattern_desc;!/usr/bin/env python coding: utf-8 BlockEncoding class 101: Block encoding, LCU, resource estimation In classical computer science, we often perform o...;0.7355;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Amplitude Amplification;Amplitude Amplification;keyword_comment;exact, problem, state, zero;0.2000;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Circuit Construction Utility;Circuit Construction Utility;keyword_comment;arbitrary, checking, pauli, unitary;0.1667;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Creating Entanglement;Creating Entanglement;keyword_comment;prepare, state, variable;0.1667;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Data Encoding;Data Encoding;keyword_comment;data, embedding, encodes, features, learning, pauli;0.2500;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Domain Specific Application;Domain Specific Application;keyword_comment;encoding, learning, sampling;0.2308;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Dynamic Circuit;Dynamic Circuit;keyword_comment;control, mid-circuit measurement, state;0.6000;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Hamiltonian Simulation;Hamiltonian Simulation;keyword_comment;evolution, hamiltonian, pauli, suzuki, time, trotter;0.2500;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Initialization;Initialization;keyword_comment;basis, prepare, prepares, state, superposition;0.2083;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Linear Combination of Unitaries;Linear Combination of Unitaries;keyword_comment;block, controlled, encoding, lcu, phase, prep, qsp, quantum signal processing, u;0.3750;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Oracle;Oracle;keyword_comment;bit, flip, flips, linear, phase, problem, sign, solve;0.4211;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Quantum Amplitude Estimation;Quantum Amplitude Estimation;keyword_comment;estimation, maximum, problem;0.1250;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Quantum Arithmetic;Quantum Arithmetic;keyword_comment;arithmetic, exponentiation, modular, number, pauli, place;0.2500;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Quantum Logical Operators;Quantum Logical Operators;keyword_comment;implementing, inner, logic, number, product, random;0.2857;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Quantum Phase Estimation (QPE);Quantum Phase Estimation (QPE);keyword_comment;controlled, estimation, hamiltonian, phase, scale, sequence, unitary;0.2917;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:SWAP Test;SWAP Test;keyword_comment;hilbert, learning, state;0.1250;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_comment:Variational Quantum Algorithm (VQA);Variational Quantum Algorithm (VQA);keyword_comment;learning, real, time;0.1250;0
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_name:Oracle;Oracle;keyword_name;bit_length;1.0000;159
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_name:Domain Specific Application;Domain Specific Application;keyword_name;BlockEncoding;1.0000;167
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_name:Linear Combination of Unitaries;Linear Combination of Unitaries;keyword_name;BlockEncoding;1.0000;167
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_name:Creating Entanglement;Creating Entanglement;keyword_name;prepare;1.0000;342
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;kw_name:Initialization;Initialization;keyword_name;prepare;1.0000;342
documentation/source/general/tutorial/BE_tutorial/BE_vol1.py;caller:Linear Combination of Unitaries;Linear Combination of Unitaries;caller;operand_prep() calls prepare();1.0000;417
